id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
1900,Brand identified: Pega. Model not specified in the listing. No year or mileage information found. No aftermarket mods mentioned.,Pega,,,,False
1901,Brand identified: Dibao. Model identified: GoGo. No year or mileage information found. No aftermarket mods mentioned.,Dibao,GoGo,,,False
1902,Brand identified: Dibao. Model identified: EvoGrand. No year or mileage information found. No aftermarket mods mentioned.,Dibao,EvoGrand,,,False
1904,Brand not in standard list. Model identified: Lavia 2026. Year inferred as 2026 from the model/year string. No mileage information found. No aftermarket mods mentioned.,,Lavia 2026,2026.0,,False
1889,Detected brand VinFast; model Evo Grand; year: null; mileage: null; mods: false.,VinFast,EVO Grand,,,False
1890,Detected brand VinFast; no explicit model; year: null; mileage: null; mods: false.,VinFast,,,,False
1891,Brand not in the standard list; set brand to null; model inferred as Vespa; year: null; mileage: null; mods: false.,,Vespa,,,False
1892,Brand not in the standard list; set brand to null; model inferred as Vespa; year: null; mileage: null; mods: false.,,Vespa,,,False
1893,Detected brand VinFast; model Evo200 Lite; ODO mileage 20000 km; year: null; mods: false.,VinFast,Evo200 Lite,,20000.0,False
1894,No brand/model/year or mileage mentioned in title/desc. No aftermarket mods explicitly stated; assumed stock.,,,,,False
1895,Brand: Yadea; model: Volguad P. Year inferred as 2025 from 'lướt 8/2025'. Mileage: 5557 km from 'odo 5.557km'. No explicit aftermarket mods.,Yadea,Volguad P,2025.0,5557.0,False
1896,Brand not identifiable in title/desc; model deduced as JVCEco. No year or mileage mentioned.,,JVCEco,,,False
1897,Brand: VinFast; model: Feliz. Year 2025 indicated by Feliz2025. Mileage: 5000 km from 'odo: 5.000km'. No explicit aftermarket mods.,VinFast,Feliz,2025.0,5000.0,False
1898,Brand/model not stated; no year or mileage mentioned.,,,,,False
1905,Brand not in standard list; model appears as 'Lavia SX'; year 2026 mentioned; mileage not specified; aftermarket mods not evident.,,Lavia SX,2026.0,,False
1906,"Model inferred as 'Evo200'; year 2025 indicated; no explicit mileage; mentions several aftermarket accessories (front basket, extended rear, Vespa-style body, colored screws) suggesting mods.",,Evo200,2025.0,,True
1907,Model inferred as 'X-Men Hunter'; brand not identifiable from text; year and mileage not stated; no mods mentioned.,,X-Men Hunter,,,False
1908,Brand identified as VinFast; model 'Flazz'; year and mileage not stated beyond 'new 100%'; no mods mentioned.,VinFast,Flazz,,,False
1909,"Model inferred as 'Quantum S1'; brand not listed in standard set; mileage mentioned as 10,000 km; year not stated; no mods mentioned.",,Quantum S1,,10000.0,False
1910,Brand detected as VinFast. Model detected as EVO LiTE NEO. Imputed Year 2025 from title. Imputed Mileage Km null (not specified). Has Aftermarket Mods false (no owner-added mods mentioned).,VinFast,EVO LiTE NEO,2025.0,,False
1911,"Brand detected as VinFast. Model detected as EVO LiTE NEO. Imputed Year 2025 from title. Mileage not exactly specified (desc says >2000 km, exact value not provided). Imputed Mileage Km null. Has Aftermarket Mods false (no owner-added mods mentioned).",VinFast,EVO LiTE NEO,2025.0,,False
1912,Brand detected as Dibao. Model detected as Neo. Year not mentioned. Mileage not mentioned. Has Aftermarket Mods false (no owner-added mods mentioned).,Dibao,Neo,,,False
1913,Brand detected as VinFast. Model detected as Evo200. Imputed Year 2024 from title. ODO indicates ~10000 km (OdO 10 ngàn hơn). Has Aftermarket Mods false (no owner-added mods explicitly mentioned).,VinFast,Evo200,2024.0,10000.0,False
1914,Brand detected as Dat Bike. Model detected as S2. Imputed Year 2025 from title. Mileage not mentioned. Has Aftermarket Mods false (no owner-added mods mentioned).,Dat Bike,S2,2025.0,,False
1915,"Brand Yadea, model G5. Odo 500km. No aftermarket mods mentioned. Year not stated.",Yadea,G5,,500.0,False
1916,"Brand VinFast, model Feliz. Year 2025 mentioned; Odo 11000km. Notes indicate fork upgrade (X1R), which is aftermarket.",VinFast,Feliz,2025.0,11000.0,True
1917,"Brand VinFast, model Feliz. Year 2025 mentioned; Odo 10000km. Fork upgrade (X1R) noted; aftermarket mods.",VinFast,Feliz,2025.0,10000.0,True
1918,"Model Xmen; brand not in standard list, so brand is null. Mileage/year not provided; no mods mentioned.",,Xmen,,,False
1919,"Brand VinFast, model Feliz S. Odo 69000km. No aftermarket mods mentioned; year not stated.",VinFast,Feliz S,,69000.0,False
1920,No brand mentioned; model inferred as K1 from the title. No year or mileage specified.,,K1,,,True
1921,"Vespa with large battery mentioned; brand not in allowed list, so brand left null; model inferred as Vespa with 5 large batteries.",,Vespa 5 Bình Lớn,,,True
1922,Year 2022 and mileage ~4500 km mentioned; model Osakar Nispa SV; brand not in allowed list.,,Osakar Nispa SV,2022.0,4500.0,True
1923,VinFast Klara S2 mentioned; brand VinFast recognized; year/mileage not provided.,VinFast,Klara S2,,,True
1924,Three-wheel electric vehicle; no brand or mileage/year specified.,,Xe điện 3 bánh,,,True
1925,Brand: unknown; Model: Roma; Year: null; Mileage: null; No aftermarket modifications mentioned.,,Roma,,,False
1926,Brand: VinFast; Model: Evolite Neo; Year: 2026; Mileage: null; No aftermarket modifications mentioned.,VinFast,Evolite Neo,2026.0,,False
1927,Brand: unknown; Model: Vespa; Year: null; Mileage: null; No aftermarket modifications mentioned.,,Vespa,,,False
1928,Brand: Honda; Model: Zoomer.x; Year: null; Mileage: null; No aftermarket modifications mentioned.,Honda,Zoomer.x,,,False
1929,Brand: VinFast; Model: Klara S; Year: null; Mileage: null; No aftermarket modifications mentioned.,VinFast,Klara S,,,False
1935,No brand or model mentioned. Electric scooter/bike noted; battery replaced; 40 km per charge; no aftermarket mods indicated. Mileage/year not provided.,,,,,False
1936,Listed Kazuki Vision S with year 2026; brand not in standard list; model likely 'Vision S'; no odometer/mileage provided; no mods mentioned.,,Vision S,2026.0,,False
1937,"VinFast Evo200; features include BSTP Chính Chủ, upg to include Baga (luggage rack) and Khung Bao Ve (frame protection); ODO 16K.",VinFast,Evo200,,16000.0,True
1938,VinFast Evo 200; standard features listed; no aftermarket modifications mentioned; no year or mileage provided.,VinFast,Evo200,,,False
1939,Non-electric two-wheeler (likely bicycle) based on description; no brand/model provided; price listed.,,,,,False
1945,Brand not in standard list; model set to 'Dior'; year and mileage not mentioned; aftermarket mods not mentioned.,,Dior,,,False
1946,Brand detected as VinFast; model Klara S2; year 2024 mentioned; mileage around 900 km; no aftermarket mods mentioned.,VinFast,Klara S2,2024.0,900.0,False
1947,Brand not in standard list; model Lavia; year 2026 mentioned; mileage not provided; no aftermarket mods mentioned.,,Lavia,2026.0,,False
1948,Brand not in standard list; model V1 Plus; year and mileage not specified; no aftermarket mods mentioned.,,V1 Plus,,,False
1949,Brand not in standard list; model Evo200 Lite; year and mileage not specified; no aftermarket mods mentioned.,,Evo200 Lite,,,False
1930,brand: Yadea; model: Ova; imputed_year: 2026; imputed_mileage_km: 100; has_aftermarket_mods: false,Yadea,Ova,2026.0,100.0,False
1931,brand not in allowed list; no year or mileage specified; no mods mentioned,,,,,False
1932,brand: VinFast; model: EvoMax; imputed_year: 2026; imputed_mileage_km: 20000; mods: false,VinFast,EvoMax,2026.0,20000.0,False
1933,brand not clearly identifiable in allowed list; model: Vespa (if listed); year: null; mileage: null,,Vespa,,,False
1934,brand: Yadea; model: Odora S2; imputed_year: null; imputed_mileage_km: 200; mods: false,Yadea,Odora S2,,200.0,False
1940,Brand: null (not in the standard brand list). Model: 'Hugo Vespa 2026' captured from title. Imputed year: 2026. Mileage: null (not mentioned). Has aftermarket mods: false.,,Hugo Vespa 2026,2026.0,,False
1941,Brand: null (DK EZ1 mentioned as model/brand but not in allowed list). Model: 'DK EZ1'. Imputed year: 2025. Mileage: null. Aftermarket mods: true (describes battery upgrade 'độ lên Pin').,,DK EZ1,2025.0,,True
1942,Brand: null; Model: 'Vespa'; Year: null; Mileage: null; No mods mentioned.,,Vespa,,,False
1943,Brand: VinFast (VinFast is in standard brand list). Model: 'Klara A2'. Year: null. Mileage: null. Aftermarket mods: true (mentions 'độ lại pin').,VinFast,Klara A2,,,True
1944,Brand: VinFast (Vinfast warranty mentioned). Model: 'EvoGand 2026'. Year: 2026. Mileage: 139 km. Aftermarket mods: true (cosmetic/aftermarket fittings described).,VinFast,EvoGand 2026,2026.0,139.0,True
1950,Brand not in standard list; inferred model from title as 'Dior 946'. Year and mileage not mentioned. No aftermarket mods detected.,,Dior 946,,,False
1951,Brand identified as Yadea; model extracted as 'X-Sky'; no year or mileage mentioned; no aftermarket mods.,Yadea,X-Sky,,,False
1952,Listing contains VinFast vehicles; extracted VinFast Vero X with year 2026 and odometer 3800 km from the description.,VinFast,Vero X,2026.0,3800.0,False
1953,Brand VinFast; model Vero X; year/mileage not specified; no aftermarket mods.,VinFast,Vero X,,,False
1954,No brand or model specified; year/mileage not mentioned; no aftermarket mods.,,,,,False
1960,Brand: VinFast; Model: Vento Neo; Year: 2025; Mileage: 2600 km; No clear aftermarket mods detected.,VinFast,Vento Neo,2025.0,2600.0,False
1961,Brand not identifiable in standard list; Model: Lightfox; Year: null; Mileage: 2000 km; No aftermarket mods clearly listed.,,Lightfox,,2000.0,False
1962,Brand: VinFast; Model: Feliz S; Year: 2025; Mileage: null; Dàn áo dán keo full xe indicates aftermarket decals; Mods: true.,VinFast,Feliz S,2025.0,,True
1963,Brand: VinFast; Model: Evo200; Year: 2025; Mileage: null; Dàn áo keng ko trầy and colorful Oốc tán indicate modifications; Mods: true.,VinFast,Evo200,2025.0,,True
1964,Brand: VinFast; Model: Feliz; Year: null; Mileage: 63000 km; No explicit owner-added mods listed.,VinFast,Feliz,,63000.0,False
1965,Brand not stated; model inferred as Filez2 from title; no year or mileage mentioned; no aftermarket mods evident.,,Filez2,,,False
1966,"Brand identified as Yadea; model M6i; mileage mentioned as 20,000 km; no year stated; no aftermarket mods.",Yadea,M6i,,20000.0,False
1967,"Brand identified as VinFast; model Evo Grand; mileage ~10,000 km; year inferred from 'date2025' tag; no aftermarket mods.",VinFast,Evo Grand,2025.0,10000.0,False
1968,Brand and model not stated; no year or mileage detected; no aftermarket mods.,,,,,False
1969,Model appears as EVO in title; brand not specified; no year or mileage; no aftermarket mods.,,EVO,,,False
1955,"Mention of Vespa; brand not in allowed list (Piaggio not mapped). Model: Vespa. No year, mileage, or mods detected.",,Vespa,,,False
1956,"No explicit brand, model, year, mileage, or aftermarket modifications detected in title/desc.",,,,,False
1957,"Model detected: Quantum S2. ODO/mileage mentioned as 10,000 km. No year or mods indicated.",,Quantum S2,,10000.0,False
1958,"Brand inferred as VinFast from Feliz-series; model: Feliz 2025 Lite; year mentioned as 2025; aftermarket modifications listed (e.g., 2 Pin, mudguards, etc.).",VinFast,Feliz 2025 Lite,2025.0,,True
1959,Brand inferred as VinFast from Feliz S; model: Feliz S; no mileage or year mentioned; no mods.,VinFast,Feliz S,,,False
1970,Brand: VinFast; Model: Feliz; Imputed Year: null; Imputed Mileage Km: 25000; Has Aftermarket Mods: null.,VinFast,Feliz,,25000.0,True
1971,Brand: VinFast; Model: Evo200; Imputed Year: 2025; Imputed Mileage Km: null; Has Aftermarket Mods: null.,VinFast,Evo200,2025.0,,False
1972,Brand: VinFast; Model: Feliz; Imputed Year: 2025; Imputed Mileage Km: null; Has Aftermarket Mods: null.,VinFast,Feliz,2025.0,,False
1973,No explicit brand or model detected from title/desc.,,,,,False
1974,Brand: Yadea; Model: XMen; Imputed Year: null; Imputed Mileage Km: null; Has Aftermarket Mods: null.,Yadea,XMen,,,False
1975,Brand not in standard list; no year or mileage mentioned; model inferred as 'Supo C'.,,Supo C,,,False
1976,Brand not in standard list; model inferred as 'Xmen'.,,Xmen,,,False
1977,Year 2023 present in title; model inferred as 'Mantisbike'.,,Mantisbike,2023.0,,False
1978,Model inferred as 'DK V1'; no year or mileage mentioned; brand not mapped to standard list.,,DK V1,,,False
1979,Vespa mentioned; no year or mileage; brand not mapped to standard list.,,Vespa,,,False
1980,Brand detected: VinFast. Model: EVO Grand Lite. Year mentioned: 2026. Mileage not specified. No aftermarket mods mentioned.,VinFast,EVO Grand Lite,2026.0,,False
1981,"Brand not specified. Model inferred from title: Zevo. No year, mileage, or mods mentioned.",,Zevo,,,False
1982,Year mentioned: 2025. Brand not specified. Model inferred as VC 2025.,,VC 2025,2025.0,,False
1983,"Brand detected: VinFast. Model: EVO 200 Lite. No year, mileage, or mods mentioned.",VinFast,EVO 200 Lite,,,False
1984,"Model inferred from title: Z3. Brand not specified. No year, mileage, or mods mentioned.",,Z3,,,False
1985,Brand identified as Yadea; model inferred as V1 Plus; production year detected as 2025; no mileage mentioned; no explicit aftermarket mods stated.,Yadea,V1 Plus,2025.0,,False
1986,Brand Vespa is not in the standard brand list; no year or mileage mentioned; no mods indicated.,,,,,False
1987,Year 2025 present; odometer shows 1k (1000 km); model inferred from title as EvoNeo (Metro EvoNeo); brand not clearly stated.,,Metro EvoNeo,2025.0,1000.0,False
1988,Brand identified as Yadea; model inferred as Ocean; no year or mileage mentioned; no mods indicated.,Yadea,Ocean,,,False
1989,Description includes 'đã độ' indicating aftermarket modification.,,,,,True
1990,No year or mileage mentioned; brand not deducible from title; model inferred as Vespa Zin.,,Vespa Zin,,,False
1991,No year or mileage; model inferred as Xmen; brand not deducible.,,Xmen,,,False
1992,No year or mileage; model inferred as Xmen Neo; brand not deducible.,,Xmen Neo,,,False
1993,Contains 'đk 2024' indicating year 2024; model Evo200; brand not deducible.,,Evo200,2024.0,,False
1994,No year or mileage; model inferred as Cute; brand not deducible.,,Cute,,,False
1995,Brand: VinFast. Model: Motio. Imputed year: 2025 (from title). Mileage: null. Aftermarket mods: null.,VinFast,Motio,2025.0,,True
1996,Brand: VinFast. Model: Vero X. Imputed year: 2025. Mileage: 3800 km (ODO 3.800km). Aftermarket mods: null.,VinFast,Vero X,2025.0,3800.0,True
1997,Brand: VinFast. Model: Evo Grand Lite. Imputed year: 2026. Mileage: null. Mods: null.,VinFast,Evo Grand Lite,2026.0,,True
1998,Brand: VinFast. Model: Evo Grand. Imputed year: 2026. Mileage: null. Mods: null.,VinFast,Evo Grand,2026.0,,True
1999,Brand: unknown ( Vespa not in allowed list). Model: Vespa 946. Imputed year: null. Mileage: null. Mods: null.,,Vespa 946,,,True
2000,Brand: VinFast; Model: Felis; Year: null; Mileage: null; Aftermarket mods: false.,VinFast,Felis,,,False
2001,Brand: VinFast; Model: Feliz; Year: 2025; Mileage: 200 km; Aftermarket mods: false.,VinFast,Feliz,2025.0,200.0,False
