Ngày đăng,Tên xe,Tên người bán,Địa chỉ,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Màu ngoại thất,Số chỗ ngồi,Số cửa,Mô tả,Link,Website,vehicle_type,Giá_VND,brand,car_model,battery_status,is_accident_free,has_aftermarket_mods
2026-10-05,Cần bán xe để đổi xe mới,Phương Thảo,"Quận 10, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Còn 85%
Chưa qua sửa chữa
Số điện thoại liên hệ 
***
Xe bán ra 4 Triệu ",https://xe.chotot.com/mua-ban-xe-dap/132300957.htm,chotot.com,xe_dap_dien,4500000.0,Khác,Khác,Không rõ,False,False
2026-10-05,Xe đạp điện TAILG GR56 - HỒ CHÍ MINH,THIÊN Ý ĐIỆN MÁY TRẢ GÓP,"Quận 5, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện TAILG GR56 màu đen, thiết kế hiện đại, vận hành êm ái.
- Xe có khả năng di chuyển quãng đường dài.
- Phù hợp đi học, đi làm.
- Có hỗ trợ trả góp.
- Giá trên là giá góp ạ",https://xe.chotot.com/mua-ban-xe-dap/132299161.htm,chotot.com,xe_dap_dien,4500000.0,Khác,TAILG GR56,Không rõ,True,False
2026-10-05,Xe đạp điện Bridgestone nhật bản,bắc nguyễn,"Quận Cầu Giấy, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Hàng độc—- xe đạp điện Bridgestone nhập khẩu nhật bản—siêu bền siêu tiết kiệm-
Xe như mới-vừa chạy điện vừa đạp khoẻ người
Thân thiện với môi trường lắm ạ
Zá 8 triệu ạ
☎️ ***",https://xe.chotot.com/mua-ban-xe-dap/132295705.htm,chotot.com,xe_dap_dien,8000000.0,Khác,Khác,Không rõ,True,False
2026-10-05,Xe đạp điện màu Đỏ,Mình tiến,"Huyện Giồng Trôm, Bến Tre",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện màu đỏ, thiết kế phù hợp cho cả nam và nữ. 
 - Xe nhỏ gọn, dễ điều khiển. 
 - Tiện lợi di chuyển trong thành phố. 
 - Động cơ bền bỉ, tiết kiệm điện.",https://xe.chotot.com/mua-ban-xe-dap/132294901.htm,chotot.com,xe_dap_dien,2100000.0,Khác,Khác,Không rõ,True,False
2026-10-05,Xe đạp điện HITASA Q8 Xanh,nguyên duy tâm,"Quận 11, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện HITASA Q8 màu xanh, thiết kế phù hợp cho cả nam và nữ.
 - Xe chạy êm, bền bỉ.
 - Kiểu dáng hiện đại, tiện lợi di chuyển trong thành phố.",https://xe.chotot.com/mua-ban-xe-dap/132294809.htm,chotot.com,xe_dap_dien,9500000.0,Khác,Q8,Không rõ,True,False
2026-10-05,Xe đạp điện Yamaha Xám,Quang Huy,"Quận Bình Tân, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện trợ lực Nhật Bản hiệu Yamaha, chạy êm ái, gọn nhẹ. Pin đã đóng mới chạy được 40 đến 50 km mỗi lần sạc. Phù hợp cho các cháu học sinh, chị em, các bà chị đi chợ,đưa đón học sinh.. ",https://xe.chotot.com/mua-ban-xe-dap/132293127.htm,chotot.com,xe_dap_dien,6500000.0,Yamaha,Khác,Không rõ,True,False
2026-09-05,Cần bán gấp xe đạp điện Nike bike,  An như,"Thành phố Biên Hòa, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đang sử dụng
Không có người đi
Cần bán",https://xe.chotot.com/mua-ban-xe-dap/132288079.htm,chotot.com,xe_dap_dien,3800000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp điện SONSU Ruby Đen,TuấnAnh,"Quận Cái Răng, Cần Thơ",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,xe mới mua để dành đi chợ mà dư dùng quá nên bán,https://xe.chotot.com/mua-ban-xe-dap/132286646.htm,chotot.com,xe_dap_dien,8000000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp điện Milan Đỏ Nguyên bản còn ngon nghẻ,Duy Hưng,"Quận Nam Từ Liêm, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện milan nguyên bản, lành lặn, ngon khoẻ, chỉ hơi xước",https://xe.chotot.com/mua-ban-xe-dap/132285778.htm,chotot.com,xe_dap_dien,4444444.0,Khác,Milan,Không rõ,True,False
2026-09-05,Xe đạp điện,Xin Thường Niệm A Di Đà Phật,"Thành phố Thủ Dầu Một, Bình Dương",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện cứng cáp ạ, xe chạy êm 

Osaka chạy rất bền",https://xe.chotot.com/mua-ban-xe-dap/131949633.htm,chotot.com,xe_dap_dien,4900000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp trợ lực Yamaha PAS City Đen,Đức Mạnh,"Huyện Kim Sơn, Ninh Bình",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"XE ĐẠP TRỢ LỰC NHẬT YAMAHA – SIZE 27 LƯỚT SIÊU NHANHCần gả em Yamaha PAS City hàng tuyển, zin từ con ốc:
✅ Ưu điểm: Bánh lớn 27"" đạp cực lướt, ít tốn sức. Khung nhôm, phụ kiện full inox (vành, nan, giỏ, baga) sáng loáng.
✅ Công nghệ: Màn hình LCD đời mới, bộ 5 số âm thay đổi tốc độ mượt mà. Động cơ Yamaha bao zin, bao khỏe.
✅ Pin: 12Ah (Bảo hành 1 năm). Có thể nâng cấp pin 25-30Ah đi đường dài
.✅ Tình trạng: Nguyên bản trợ lực Nhật, phụ tùng chưa thay thế hay sửa chữa. (Có hỗ trợ lên tay ga theo yêu cầu).📍 Xem xe tại: phố thượng kiệm,kim sơn
ỉ📞 Alo là có xe:***",https://xe.chotot.com/mua-ban-xe-dap/132284467.htm,chotot.com,xe_dap_dien,9000000.0,Yamaha,PAS City,Không rõ,True,False
2026-09-05,Xe đạp điện Asama Nhật Bản Đỏ,Anh Tuấn ,"Quận 7, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện Asama chính hiệu nhật bản 
Xe còn chạy ngon lành bình tốt
Mua bán tại nhà",https://xe.chotot.com/mua-ban-xe-dap/132084693.htm,chotot.com,xe_dap_dien,2500000.0,Khác,Asama,Không rõ,True,False
2026-09-05,nhà dư thanh lý lại ạ,Trần Minh Huy,"Quận 5, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"nhà dư ko chạy e cần bán lại xe đạp điện pega a9 như hình
bình mới thay hãng 
tình trạng thắng trước mòn 
xi nhan gãy 
mất dò đạp 
chạy còn oke",https://xe.chotot.com/mua-ban-xe-dap/132280423.htm,chotot.com,xe_dap_dien,5500000.0,Khác,Khác,Không rõ,True,False
2026-09-05,XE ĐẠP ĐIỆN YADEA I8,Đình Đình,"Quận 8, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"I8 chính hãng 
Đã kèm bình, bảo hành 2 năm ",https://xe.chotot.com/mua-ban-xe-dap/131974655.htm,chotot.com,xe_dap_dien,13999000.0,Khác,I8,Không rõ,True,False
2026-09-05,Xe đạp điện màu Đen,XE DIEN DONG NAI,"Huyện Cẩm Mỹ, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Cần bán gấp xe điện
Combo 6 bình nhỏ
Votol 80s
Bánh 1k5
Nhận shipcod toàn quốc
Zép lào : ***",https://xe.chotot.com/mua-ban-xe-dap/132275036.htm,chotot.com,xe_dap_dien,6000000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp điện màu Đỏ Đã sử dụng,Nguyen thi ngoc Chau,"Quận Bình Thạnh, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Bán xe đạp điện đã sử dụng còn mới mua 1năm .nhà chật nên bán lại cho ai có nhu cầu (7tr)liên hệ sđt ***,https://xe.chotot.com/mua-ban-xe-dap/132274986.htm,chotot.com,xe_dap_dien,7000000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp điện ASUKA 133 PRO -,Ngọc Bích Điện Máy Trả Góp ,"Quận 12, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"⚡ ASUKA 133 PRO – XE ĐIỆN HOT TREND 2026 ⚡ 💥 Trả trước 2.000k nhận xe trong ngày  
Không cần trả hết mới được đi xe đẹp 😎
✔️ Trả góp nhẹ nhàng – duyệt nhanh
✔️ Hỗ trợ cả khách có nợ xấu
✔️ Thiết kế trẻ trung, chạy êm – tiết kiệm điện
✔️ Giao xe tận nơi khu vực Hồ Chí Minh - Bình Dương - Long an - Tây Ninh - Đồng Nai 


📩 Inbox ngay để được báo giá ưu đãi hôm nay!",https://xe.chotot.com/mua-ban-xe-dap/132274451.htm,chotot.com,xe_dap_dien,2000000.0,Khác,ASUKA 133 PRO,Không rõ,True,False
2026-09-05,Xe đạp điện HK bike Cap A Đen,Xe Điện Lam Anh,"Huyện Hóc Môn, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bay nhanh Cap A, HK bike, xe hoạt động bình thường, ngoại hình khá mới, bình mạnh. 
Xem xe gần chợ Hóc Môn ",https://xe.chotot.com/mua-ban-xe-dap/132274414.htm,chotot.com,xe_dap_dien,4800000.0,Khác,Khác,Không rõ,True,False
2026-09-05,Xe đạp điện Tesla A8 Xanh,Nguyễn Văn Anh,"Quận Ngũ Hành Sơn, Đà Nẵng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Xe không bình chạy bình thường phanh đầy đủ về bỏ bình vô là chạy khoá đầu đèn đầy đủ,https://xe.chotot.com/mua-ban-xe-dap/132272793.htm,chotot.com,xe_dap_dien,849000.0,Khác,A8,Không rõ,True,False
2026-09-05,Xe đạp điện Bò to 133S bình khoẻ BH 6 tháng,Trần Tuấn Phong,"Huyện Hải Hậu, Nam Định",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bò to 133S bình khoẻ bảo hành 6 tháng.
Động cơ khoẻ, êm. Lên dốc 40 độ nhẹ nhàng",https://xe.chotot.com/mua-ban-xe-dap/132272229.htm,chotot.com,xe_dap_dien,4100000.0,Khác,Bò to 133S,Không rõ,True,False
2026-08-05,Cần bán xe đạp điện Asama,Quang Tùng,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Cần bán xe đạp điện Asama -( ae nhanh gọn có lộc ),https://xe.chotot.com/mua-ban-xe-dap/132265580.htm,chotot.com,xe_dap_dien,2000000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện Samurai 4 Đen,Hiền,"Quận Tân Bình, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện Samurai 4 xanh màu đen, thiết kế thể thao, phù hợp cho cả nam và nữ. 
 - Động cơ mạnh mẽ, lúc mua 16trieu ",https://xe.chotot.com/mua-ban-xe-dap/132264943.htm,chotot.com,xe_dap_dien,6700000.0,Khác,Samurai 4,Không rõ,True,False
2026-08-05,Xe điện Uyên Nhi,AN AN,"Quận Hải Châu, Đà Nẵng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Chuyên mua bán xe đạp điện cho học sinh
Hổ trợ trả góp
Bảo hành chính hãng
Giấy tờ rõ ràng
Địa chỉ : 14 Trần Kế Xương, Hải Châu, Đà Nẵng",https://xe.chotot.com/mua-ban-xe-dap/132263162.htm,chotot.com,xe_dap_dien,14900000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện màu Đen Mới 2025,Đỗ toàn Thắng,"Quận Lê Chân, Hải Phòng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"xe lướt mới tinh, giấy tờ mua bán cửa hàng còn nguyên, mua tháng 3 ,2025, đi 40 đến 45km",https://xe.chotot.com/mua-ban-xe-dap/132258891.htm,chotot.com,xe_dap_dien,5700000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện M133 Đen Đã sử dụng,Xe điện Huân Linh,"Quận Long Biên, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện M133 giá rẻ , xe đẹp nguyên bản. Học sinh đi được. 3.x/tr cho ai quan tâm. Bảo hành dài hạn. 

- Chuyên mua bán xe điện cũ mới giá rẻ
 bảo hành dài,  nhiều ưu đãi … 
- Nhận sửa chữa thay thế acquy tại nhà giá tốt 
-Địa chỉ: 23 Trần Đăng Khoa - Long Biên - Hà Nội
-Google maps: Xe điện Huân Linh 
- Có ship xe theo yêu cầu.",https://xe.chotot.com/mua-ban-xe-dap/132257629.htm,chotot.com,xe_dap_dien,3500000.0,Khác,M133,Không rõ,True,False
2026-08-05,M133 điện tử cao cấp chay 4 binh 50km 1 lần xac,HOANG TƯỞNG XE ĐIỆN,"Quận 12, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Xe mới bình moi bh 12th hỗ trợ ship tại nhà cho quý khach địa chi 106/9 Tân Chánh hiệp 10 quận 12 tphcm,https://xe.chotot.com/mua-ban-xe-dap/128341363.htm,chotot.com,xe_dap_dien,6500000.0,Khác,Khác,Bình mới,True,False
2026-08-05,Xe đạp điện SONSU . xe chạy tốt bình khoẻ. BH3 t,Thu Hồng,"Quận 12, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện SONSU . Xe chạy khoẻ, bình khoẻ 
 - Thiết kế trẻ trung, năng động. 
 - Động cơ bền bỉ, quãng đường di chuyển tốt. 
 - Phù hợp đi học, đi làm, dạo phố.",https://xe.chotot.com/mua-ban-xe-dap/132252573.htm,chotot.com,xe_dap_dien,3300000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện SK8 Hồng,Minh Hoàng,"Quận 12, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bán xe đạp điện SK8 màu hồng, thiết kế nhỏ gọn, phù hợp cho nữ.
 - Xe chạy êm, dễ điều khiển.
 - Tiện lợi di chuyển trong thành phố.",https://xe.chotot.com/mua-ban-xe-dap/132252461.htm,chotot.com,xe_dap_dien,3000000.0,Khác,SK8,Không rõ,True,False
2026-08-05,Xe đạp điện Sangone G10 Đỏ,Trương phước,"Huyện Cần Đước, Long An",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe 2 yên phù họp cho học sinh6 đến lớp 12
Xe chính hãng chất mạnh 
Bảo hành dài hạn
Hỗ trợ sữa tận nhà 
Lh***",https://xe.chotot.com/mua-ban-xe-dap/132252450.htm,chotot.com,xe_dap_dien,9900000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện Hengchi màu Cam,Trương phước,"Huyện Cần Đước, Long An",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Hen chi md xe mới chính hãng 
Xã kho cho học sinh cô chú đi chợ
Giao xe tận nơi giá rẽ
Phù họp học sinh lóp 6/9 
Bảo hành dài hạng 
Hỗ trợ sữa tận nhà
Lh ***",https://xe.chotot.com/mua-ban-xe-dap/132252449.htm,chotot.com,xe_dap_dien,7400000.0,Khác,Khác,Không rõ,True,False
2026-08-05,Xe đạp điện Mới 100%,Trương phước,"Huyện Cần Đước, Long An",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Hen chi giá học sinh 
Xe mới 100%
Có bảo hành giao xe tận nơi 
Lh ***",https://xe.chotot.com/mua-ban-xe-dap/132252440.htm,chotot.com,xe_dap_dien,5900000.0,Khác,Khác,Không rõ,True,False
2026-08-05,"Bán trả góp, Xe đạp điện, Trả góp tại nhà",Trả Góp Điện Máy Lê Triều,"Quận 12, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"- Xe đạp điện trả góp tại nhà
- Hỗ trợ nợ xấu, thủ tục đơn giản
- Giao hàng trong ngày kiểm tra
- Trả góp theo tuần/tháng, Miễn phí vận chuyển",https://xe.chotot.com/mua-ban-xe-dap/115718094.htm,chotot.com,xe_dap_dien,560000.0,Khác,Khác,Không rõ,True,False
2026-08-05,"Xe đạp điện LIHAZE Hồng, xanh, vàng",Anh Thư,"Huyện Định Quán, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện LIHAZE nhiều màu sắc: hồng, xanh, vàng. 
 - Pin xe còn tốt, dùng ổn định. 
 - Xe nhỏ gọn, dễ di chuyển.
gập đc để cốp ôtô",https://xe.chotot.com/mua-ban-xe-dap/132250548.htm,chotot.com,xe_dap_dien,3500000.0,Khác,Khác,Không rõ,True,False
2026-07-05,xe đạp điện V1 cần bán,Xe điện Toàn Quốc,"Quận Phú Nhuận, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"—V1-5 bình lớn-(đã qua sử dụng) còn mới
G.i.á b.á.n 7.500.000 💰❤️‍🔥
—Xe sạch đẹp, đầy đủ chức năng - đủ khoá 
—Hỗ trợ giao xe tận nơi

☎️☎️☎️( Quốc)

✅✅✅XEM XE TẠI SHOP: Hẻm 510 Trường Sa, phường 2, quận Phú Nhuận, TP.HCM (vào hẻm 10m)",https://xe.chotot.com/mua-ban-xe-dap/132245269.htm,chotot.com,xe_dap_dien,7500000.0,Khác,V1,Không rõ,True,False
2026-07-05,Xe đạp điện màu Xanh,XE ĐIỆN LONG XUYÊN,"Thành phố Long Xuyên, An Giang",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"xe 04 bình 20a Mạnh bao ngon .Đi học đi chợ đôi khi đi nhậu khá ok hợp lý.Xem không ưng ý mình mời cafe trà sữa giao lưu. Chúc sức khỏe đến mọi người. 
",https://xe.chotot.com/mua-ban-xe-dap/132244375.htm,chotot.com,xe_dap_dien,2850000.0,Khác,Khác,Không rõ,True,False
2026-07-05,Xe đạp trợ lực điện Super 73 còn bảo hành,Nguyễn Duy,"Huyện Hoài Đức, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Xe đạp trợ lực điện Super 73 còn bảo hành,https://xe.chotot.com/mua-ban-xe-dap/132243406.htm,chotot.com,xe_dap_dien,13000000.0,Khác,Super 73,Không rõ,True,False
2026-07-05,Xe đạp điện Cap A dáng 133 bánh đúc không ruột,XE ĐIỆN THÚY DUYÊN,"Thành phố Biên Hòa, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bán xe đạp điện cap A phối bánh 133 tân trang 95%, bánh đúc 10 inch. bình mới 100% bảo hành bình 12 tháng. bh xe 3 tháng

Xe dọn sạch sẽ từ trong ra ngoài.
phuộc nhún siêu yêm. khung sườn chắc chắn. hàng hiếm khó tìm. 
giá bán 4tr8 lắp bình mới 100%. bảo hành xe 3 tháng. bảo hành bình 12 tháng. ",https://xe.chotot.com/mua-ban-xe-dap/132242450.htm,chotot.com,xe_dap_dien,4800000.0,Khác,Cap A,Không rõ,True,True
2026-07-05,Nhà trật dư dùng cần bán,Quốc Thành,"Quận Bình Tân, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Nhà trật nên nhượng lại cho ace nào cần mua cho con đi học cho vợ đi chợ xe hoat động bình thường ken,đèn,xi nhan đầy đủ.
ngoại hình ưa nhìn 
pin tốt 30km/1 lần sạc
bớt chút lộc cho ae thiện chí.
cảm ơn chợ tốt đã duyệt",https://xe.chotot.com/mua-ban-xe-dap/132240132.htm,chotot.com,xe_dap_dien,3000000.0,Khác,Khác,30km/1 lần sạc,True,False
2026-07-05,Xe đạp điện hàng nhật gấp gọn,Trường  an,"Quận Bình Tân, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"xe gấp gọn dành cho a chị có xe hơi bỏ vô xe để dành đi đâu đó khá OK 
Xe đạp điện màu đỏ, phù hợp cho cả nam và nữ. 
 - Thiết kế nhỏ gọn, dễ điều khiển. 
 - Tiện lợi di chuyển trong thành phố. 
 - Động cơ bền bỉ, tiết kiệm điện.
  -hàng nhật ",https://xe.chotot.com/mua-ban-xe-dap/132238906.htm,chotot.com,xe_dap_dien,6500000.0,Khác,Khác,Không rõ,True,False
2026-07-05,Bán lại: jvc g9 bình khỏe xe zin,XE ĐIỆN HUY BẢO ,"Thành phố Dĩ An, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bán lại: xe đạp điện JVC G9 
Giá: 6tr700 binh khỏe 25/30km 
🏠 Xe ở Cầu Vượt Thần,Quốc Lộ 1A
LH: ***
Có trao đổi xe điện cũ các loại",https://xe.chotot.com/mua-ban-xe-dap/132018272.htm,chotot.com,xe_dap_dien,6700000.0,Khác,g9,Không rõ,True,False
2026-07-05,ban xe y hình,ngoc,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,bán xe  y hinh    năm ngàn phường hiêp bình phước thu Đức đường sô 2 ,https://xe.chotot.com/mua-ban-xe-dap/132237584.htm,chotot.com,xe_dap_dien,50000.0,Khác,Khác,Không rõ,True,False
